Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"CERKL","Ceramide Kinase Like","Protein Coding","39","GC02M181536","5.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERKL"
"C1QTNF6","C1q And TNF Related 6","Protein Coding","37","GC22M037180","5.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QTNF6"
"ADCY10","Adenylate Cyclase 10","Protein Coding","44","GC01M167809","5.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY10"
"PLEK","Pleckstrin","Protein Coding","39","GC02P068365","5.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEK"
"ELMO1","Engulfment And Cell Motility 1","Protein Coding","41","GC07M036860","5.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELMO1"
"B4GALNT1","Beta-1,4-N-Acetyl-Galactosaminyltransferase 1","Protein Coding","45","GC12M057623","5.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALNT1"
"DPP6","Dipeptidyl Peptidase Like 6","Protein Coding","43","GC07P153887","5.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP6"
"TCP1","T-Complex 1","Protein Coding","42","GC06M159778","5.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP1"
"DIAPH1","Diaphanous Related Formin 1","Protein Coding","47","GC05M141477","5.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIAPH1"
"TACR1","Tachykinin Receptor 1","Protein Coding","46","GC02M075010","5.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR1"
"SLC9A3","Solute Carrier Family 9 Member A3","Protein Coding","47","GC05M000472","5.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A3"
"NUP98","Nucleoporin 98 And 96 Precursor","Protein Coding","43","GC11M003671","5.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP98"
"ARHGAP31","Rho GTPase Activating Protein 31","Protein Coding","40","GC03P119294","5.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP31"
"HRH2","Histamine Receptor H2","Protein Coding","43","GC05P175659","5.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH2"
"PMEL","Premelanosome Protein","Protein Coding","37","GC12M055954","5.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMEL"
"YWHAZ","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Zeta","Protein Coding","48","GC08M100917","5.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAZ"
"CFLAR","CASP8 And FADD Like Apoptosis Regulator","Protein Coding","46","GC02P201117","5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFLAR"
"TNNI2","Troponin I2, Fast Skeletal Type","Protein Coding","45","GC11P001839","5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI2"
"MIR212","MicroRNA 212","RNA Gene","17","GC17M002050","4.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR212"
"SLC25A1","Solute Carrier Family 25 Member 1","Protein Coding","46","GC22M019176","4.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A1"
"CCND3","Cyclin D3","Protein Coding","47","GC06M041934","4.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND3"
"SLCO1B1","Solute Carrier Organic Anion Transporter Family Member 1B1","Protein Coding","47","GC12P021132","4.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1B1"
"EPHA3","EPH Receptor A3","Protein Coding","45","GC03P089077","4.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA3"
"PMPCA","Peptidase, Mitochondrial Processing Subunit Alpha","Protein Coding","42","GC09P136410","4.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMPCA"
"LSP1","Lymphocyte Specific Protein 1","Protein Coding","42","GC11P001852","4.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSP1"
"YWHAB","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Beta","Protein Coding","49","GC20P044885","4.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAB"
"CDH13","Cadherin 13","Protein Coding","42","GC16P082626","4.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH13"
"CD3D","CD3d Molecule","Protein Coding","47","GC11M118338","4.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD3D"
"PDE4A","Phosphodiesterase 4A","Protein Coding","45","GC19P010416","4.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4A"
"LAMB1","Laminin Subunit Beta 1","Protein Coding","47","GC07M107923","4.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMB1"
"CD58","CD58 Molecule","Protein Coding","41","GC01M116514","4.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD58"
"MNT","MAX Network Transcriptional Repressor","Protein Coding","36","GC17M002384","4.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MNT"
"PFKL","Phosphofructokinase, Liver Type","Protein Coding","44","GC21P044300","4.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKL"
"CGB5","Chorionic Gonadotropin Subunit Beta 5","Protein Coding","31","GC19P049043","4.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB5"
"CCDC22","Coiled-Coil Domain Containing 22","Protein Coding","38","GC0XP049323","4.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC22"
"KLK4","Kallikrein Related Peptidase 4","Protein Coding","42","GC19M050907","4.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK4"
"SP100","SP100 Nuclear Antigen","Protein Coding","41","GC02P230415","4.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP100"
"TFF3","Trefoil Factor 3","Protein Coding","41","GC21M042311","4.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFF3"
"PDLIM1","PDZ And LIM Domain 1","Protein Coding","41","GC10M095237","4.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDLIM1"
"GPX3","Glutathione Peroxidase 3","Protein Coding","45","GC05P150997","4.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX3"
"COMMD1","Copper Metabolism Domain Containing 1","Protein Coding","41","GC02P061888","4.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD1"
"PARD3","Par-3 Family Cell Polarity Regulator","Protein Coding","42","GC10M034110","4.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARD3"
"MLN","Motilin","Protein Coding","35","GC06M033794","4.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLN"
"SLC5A1","Solute Carrier Family 5 Member 1","Protein Coding","49","GC22P032043","4.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A1"
"CGB3","Chorionic Gonadotropin Subunit Beta 3","Protein Coding","31","GC19M049024","4.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB3"
"GATD3A","Glutamine Amidotransferase Like Class 1 Domain Containing 3A","Protein Coding","26","GC21P044134","4.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATD3A"
"TRB","T Cell Receptor Beta Locus","Protein Coding","17","GC07P144881","4.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRB"
"PDHX","Pyruvate Dehydrogenase Complex Component X","Protein Coding","47","GC11P034894","4.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHX"
"KIR2DL3","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 3","Protein Coding","36","GC19P055318","4.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL3"
"PTPN3","Protein Tyrosine Phosphatase Non-Receptor Type 3","Protein Coding","44","GC09M109375","4.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN3"
"ZMIZ1","Zinc Finger MIZ-Type Containing 1","Protein Coding","39","GC10P079068","4.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMIZ1"
"CCL25","C-C Motif Chemokine Ligand 25","Protein Coding","39","GC19P008117","4.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL25"
"MDC1","Mediator Of DNA Damage Checkpoint 1","Protein Coding","41","GC06M030795","4.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDC1"
"CLDN3","Claudin 3","Protein Coding","40","GC07M073768","4.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN3"
"TREH","Trehalase","Protein Coding","43","GC11M118657","4.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREH"
"DDX6","DEAD-Box Helicase 6","Protein Coding","45","GC11M118748","4.74","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX6"
"GPBAR1","G Protein-Coupled Bile Acid Receptor 1","Protein Coding","39","GC02P218259","4.73","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPBAR1"
"PRG2","Proteoglycan 2, Pro Eosinophil Major Basic Protein","Protein Coding","39","GC11M057386","4.71","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRG2"
"IL18BP","Interleukin 18 Binding Protein","Protein Coding","39","GC11P071998","4.7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18BP"
"DCC","DCC Netrin 1 Receptor","Protein Coding","45","GC18P052340","4.69","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCC"
"KLK15","Kallikrein Related Peptidase 15","Protein Coding","41","GC19M050825","4.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK15"
"AREG","Amphiregulin","Protein Coding","43","GC04P074445","4.66","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AREG"
"AMT","Aminomethyltransferase","Protein Coding","45","GC03M049417","4.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMT"
"PSMG1","Proteasome Assembly Chaperone 1","Protein Coding","36","GC21M039174","4.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMG1"
"TRPC3","Transient Receptor Potential Cation Channel Subfamily C Member 3","Protein Coding","48","GC04M121879","4.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC3"
"MEPE","Matrix Extracellular Phosphoglycoprotein","Protein Coding","35","GC04P087821","4.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEPE"
"HMGN1","High Mobility Group Nucleosome Binding Domain 1","Protein Coding","41","GC21M039342","4.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGN1"
"SYNPO","Synaptopodin","Protein Coding","39","GC05P150601","4.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNPO"
"KLK2","Kallikrein Related Peptidase 2","Protein Coding","42","GC19P050861","4.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK2"
"AFF4","AF4/FMR2 Family Member 4","Protein Coding","42","GC05M132875","4.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF4"
"MGAM","Maltase-Glucoamylase","Protein Coding","42","GC07P144806","4.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAM"
"SCG5","Secretogranin V","Protein Coding","38","GC15P032641","4.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCG5"
"CYFIP2","Cytoplasmic FMR1 Interacting Protein 2","Protein Coding","42","GC05P157244","4.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYFIP2"
"IFI16","Interferon Gamma Inducible Protein 16","Protein Coding","42","GC01P158969","4.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI16"
"SGK1","Serum/Glucocorticoid Regulated Kinase 1","Protein Coding","49","GC06M134169","4.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK1"
"PTPRK","Protein Tyrosine Phosphatase Receptor Type K","Protein Coding","43","GC06M127949","4.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRK"
"FCER2","Fc Fragment Of IgE Receptor II","Protein Coding","45","GC19M007689","4.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCER2"
"GET1","Guided Entry Of Tail-Anchored Proteins Factor 1","Protein Coding","26","GC21P039377","4.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GET1"
"NUP210","Nucleoporin 210","Protein Coding","39","GC03M015402","4.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP210"
"CD83","CD83 Molecule","Protein Coding","38","GC06P014117","4.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD83"
"ITSN1","Intersectin 1","Protein Coding","42","GC21P033642","4.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITSN1"
"CNTN1","Contactin 1","Protein Coding","45","GC12P040692","4.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTN1"
"RECK","Reversion Inducing Cysteine Rich Protein With Kazal Motifs","Protein Coding","41","GC09P036036","4.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECK"
"PHETA1","PH Domain Containing Endocytic Trafficking Adaptor 1","Protein Coding","26","GC12M111361","4.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHETA1"
"NRG3","Neuregulin 3","Protein Coding","41","GC10P083205","4.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG3"
"ZNF423","Zinc Finger Protein 423","Protein Coding","40","GC16M049487","4.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF423"
"HDAC7","Histone Deacetylase 7","Protein Coding","46","GC12M047782","4.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC7"
"SLIT2","Slit Guidance Ligand 2","Protein Coding","45","GC04P020287","4.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLIT2"
"SRD5A1","Steroid 5 Alpha-Reductase 1","Protein Coding","43","GC05P006633","4.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRD5A1"
"TMPRSS15","Transmembrane Serine Protease 15","Protein Coding","41","GC21M018269","4.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS15"
"HLA-DOA","Major Histocompatibility Complex, Class II, DO Alpha","Protein Coding","41","GC06M033004","4.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DOA"
"HOXB9","Homeobox B9","Protein Coding","40","GC17M048621","4.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB9"
"GSDMB","Gasdermin B","Protein Coding","35","GC17M039904","4.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSDMB"
"PFKFB3","6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 3","Protein Coding","45","GC10P006144","4.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB3"
"ZBTB20","Zinc Finger And BTB Domain Containing 20","Protein Coding","41","GC03M114315","4.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB20"
"ADAM12","ADAM Metallopeptidase Domain 12","Protein Coding","46","GC10M126012","4.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM12"
"ANPEP","Alanyl Aminopeptidase, Membrane","Protein Coding","48","GC15M089784","4.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANPEP"
"SULT2A1","Sulfotransferase Family 2A Member 1","Protein Coding","45","GC19M047870","4.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT2A1"
"PDSS2","Decaprenyl Diphosphate Synthase Subunit 2","Protein Coding","41","GC06M107152","4.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDSS2"
"TRG","T Cell Receptor Gamma Locus","Protein Coding","12","GC07M038240","4.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRG"
"POU2F1","POU Class 2 Homeobox 1","Protein Coding","45","GC01P167190","4.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU2F1"
"RAB11FIP2","RAB11 Family Interacting Protein 2","Protein Coding","41","GC10M118004","4.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11FIP2"
"YBX3","Y-Box Binding Protein 3","Protein Coding","39","GC12M013382","4.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YBX3"
"PRDX4","Peroxiredoxin 4","Protein Coding","43","GC0XP023665","4.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX4"
"INAVA","Innate Immunity Activator","Protein Coding","28","GC01P200892","4.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INAVA"
"EIPR1","EARP Complex And GARP Complex Interacting Protein 1","Protein Coding","27","GC02M003188","4.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIPR1"
"RUNX1T1","RUNX1 Partner Transcriptional Co-Repressor 1","Protein Coding","40","GC08M091954","4.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1T1"
"ABCC4","ATP Binding Cassette Subfamily C Member 4","Protein Coding","45","GC13M095019","4.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC4"
"HACE1","HECT Domain And Ankyrin Repeat Containing E3 Ubiquitin Protein Ligase 1","Protein Coding","41","GC06M104682","4.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HACE1"
"NAV1","Neuron Navigator 1","Protein Coding","36","GC01P201540","4.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAV1"
"KIR2DL2","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 2","Protein Coding","24","GC19MP00144","4.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL2"
"LBP","Lipopolysaccharide Binding Protein","Protein Coding","44","GC20P038346","4.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LBP"
"LAMA5","Laminin Subunit Alpha 5","Protein Coding","42","GC20M062307","4.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA5"
"AAGAB","Alpha And Gamma Adaptin Binding Protein","Protein Coding","38","GC15M067200","4.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAGAB"
"ATP5PO","ATP Synthase Peripheral Stalk Subunit OSCP","Protein Coding","32","GC21M033904","4.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5PO"
"CSNK2B","Casein Kinase 2 Beta","Protein Coding","47","GC06P033402","4.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2B"
"ACO1","Aconitase 1","Protein Coding","44","GC09P032374","4.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACO1"
"MAML2","Mastermind Like Transcriptional Coactivator 2","Protein Coding","38","GC11M095976","4.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAML2"
"EMX2","Empty Spiracles Homeobox 2","Protein Coding","42","GC10P117542","4.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMX2"
"HRH1","Histamine Receptor H1","Protein Coding","45","GC03P011113","4.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH1"
"CACNA2D1","Calcium Voltage-Gated Channel Auxiliary Subunit Alpha2delta 1","Protein Coding","46","GC07M081946","4.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA2D1"
"ARMC9","Armadillo Repeat Containing 9","Protein Coding","38","GC02P231198","4.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC9"
"CLDN4","Claudin 4","Protein Coding","41","GC07P073799","4.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN4"
"TCERG1","Transcription Elongation Regulator 1","Protein Coding","39","GC05P146447","4.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCERG1"
"SIRT3","Sirtuin 3","Protein Coding","48","GC11M000215","4.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT3"
"SELENOP","Selenoprotein P","Protein Coding","30","GC05M042800","4.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOP"
"HBS1L","HBS1 Like Translational GTPase","Protein Coding","39","GC06M134960","4.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBS1L"
"KIR2DL1","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 1","Protein Coding","35","GC19P055289","4.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL1"
"IGFBP7","Insulin Like Growth Factor Binding Protein 7","Protein Coding","46","GC04M057030","4.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP7"
"EYS","Eyes Shut Homolog","Protein Coding","36","GC06M063719","4.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EYS"
"REG3A","Regenerating Family Member 3 Alpha","Protein Coding","39","GC02M079157","4.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REG3A"
"CLC","Charcot-Leyden Crystal Galectin","Protein Coding","39","GC19M041448","4.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLC"
"SERPINB7","Serpin Family B Member 7","Protein Coding","40","GC18P063752","4.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB7"
"EHHADH","Enoyl-CoA Hydratase And 3-Hydroxyacyl CoA Dehydrogenase","Protein Coding","44","GC03M185190","4.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHHADH"
"MEIS1","Meis Homeobox 1","Protein Coding","42","GC02P066433","4.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEIS1"
"CSMD1","CUB And Sushi Multiple Domains 1","Protein Coding","36","GC08M002953","4.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSMD1"
"HLA-DMA","Major Histocompatibility Complex, Class II, DM Alpha","Protein Coding","41","GC06M032950","4.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DMA"
"TNFSF18","TNF Superfamily Member 18","Protein Coding","38","GC01M173009","4.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF18"
"MMP19","Matrix Metallopeptidase 19","Protein Coding","47","GC12M055835","4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP19"
"EFNB2","Ephrin B2","Protein Coding","44","GC13M106489","3.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFNB2"
"LIN7A","Lin-7 Homolog A, Crumbs Cell Polarity Complex Component","Protein Coding","38","GC12M080792","3.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN7A"
"CSRP1","Cysteine And Glycine Rich Protein 1","Protein Coding","41","GC01M201484","3.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSRP1"
"CTNND2","Catenin Delta 2","Protein Coding","42","GC05M010971","3.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNND2"
"YES1","YES Proto-Oncogene 1, Src Family Tyrosine Kinase","Protein Coding","49","GC18M000721","3.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YES1"
"PPP1CA","Protein Phosphatase 1 Catalytic Subunit Alpha","Protein Coding","48","GC11M067415","3.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1CA"
"GART","Phosphoribosylglycinamide Formyltransferase, Phosphoribosylglycinamide Synthetase, Phosphoribosylaminoimidazole Synthetase","Protein Coding","43","GC21M033503","3.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GART"
"MEGF10","Multiple EGF Like Domains 10","Protein Coding","40","GC05P127228","3.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF10"
"TBC1D7","TBC1 Domain Family Member 7","Protein Coding","41","GC06M013266","3.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D7"
"IL1RL2","Interleukin 1 Receptor Like 2","Protein Coding","42","GC02P102186","3.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RL2"
"DUSP10","Dual Specificity Phosphatase 10","Protein Coding","43","GC01M221701","3.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP10"
"AOC1","Amine Oxidase Copper Containing 1","Protein Coding","40","GC07P150824","3.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AOC1"
"CILK1","Ciliogenesis Associated Kinase 1","Protein Coding","35","GC06M053002","3.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CILK1"
"CCRL2","C-C Motif Chemokine Receptor Like 2","Protein Coding","38","GC03P046407","3.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCRL2"
"ZFP36L1","ZFP36 Ring Finger Protein Like 1","Protein Coding","42","GC14M068787","3.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP36L1"
"IMMP2L","Inner Mitochondrial Membrane Peptidase Subunit 2","Protein Coding","38","GC07M110663","3.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMMP2L"
"PPP1R12B","Protein Phosphatase 1 Regulatory Subunit 12B","Protein Coding","38","GC01P202348","3.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R12B"
"LSM2","LSM2 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated","Protein Coding","39","GC06M032380","3.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM2"
"LGALS9","Galectin 9","Protein Coding","39","GC17P027629","3.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS9"
"GZMA","Granzyme A","Protein Coding","42","GC05P055102","3.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMA"
"DLC1","DLC1 Rho GTPase Activating Protein","Protein Coding","45","GC08M013083","3.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLC1"
"DNM3","Dynamin 3","Protein Coding","43","GC01P171810","3.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM3"
"CSK","C-Terminal Src Kinase","Protein Coding","47","GC15P074782","3.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSK"
"ZNF365","Zinc Finger Protein 365","Protein Coding","38","GC10P062374","3.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF365"
"DOCK2","Dedicator Of Cytokinesis 2","Protein Coding","44","GC05P169637","3.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK2"
"MRPL23","Mitochondrial Ribosomal Protein L23","Protein Coding","36","GC11P001948","3.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL23"
"MN1","MN1 Proto-Oncogene, Transcriptional Regulator","Protein Coding","40","GC22M027748","3.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN1"
"IL1RAP","Interleukin 1 Receptor Accessory Protein","Protein Coding","43","GC03P190514","3.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAP"
"DEFB103B","Defensin Beta 103B","Protein Coding","30","GC08M007430","3.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB103B"
"TENM3","Teneurin Transmembrane Protein 3","Protein Coding","37","GC04P182143","3.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM3"
"TTC3","Tetratricopeptide Repeat Domain 3","Protein Coding","39","GC21P037073","3.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC3"
"DENND1B","DENN Domain Containing 1B","Protein Coding","35","GC01M197473","3.78","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND1B"
"SCD","Stearoyl-CoA Desaturase","Protein Coding","48","GC10P100347","3.78","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCD"
"EAPP","E2F Associated Phosphoprotein","Protein Coding","35","GC14M034516","3.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EAPP"
"SLC12A2","Solute Carrier Family 12 Member 2","Protein Coding","46","GC05P128083","3.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A2"
"FCAR","Fc Fragment Of IgA Receptor","Protein Coding","41","GC19P055298","3.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCAR"
