Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"KHDRBS3","KH RNA Binding Domain Containing, Signal Transduction Associated 3","Protein Coding","38","GC08P135457","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KHDRBS3"
"DAG1","Dystroglycan 1","Protein Coding","46","GC03P049482","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAG1"
"BACE2","Beta-Secretase 2","Protein Coding","41","GC21P041168","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BACE2"
"FKBP1A","FKBP Prolyl Isomerase 1A","Protein Coding","46","GC20M001369","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP1A"
"DSC3","Desmocollin 3","Protein Coding","42","GC18M030990","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC3"
"ARHGAP26","Rho GTPase Activating Protein 26","Protein Coding","44","GC05P142770","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP26"
"EEF1B2","Eukaryotic Translation Elongation Factor 1 Beta 2","Protein Coding","42","GC02P206159","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1B2"
"LHX1","LIM Homeobox 1","Protein Coding","42","GC17P036937","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHX1"
"ADAT3","Adenosine Deaminase TRNA Specific 3","Protein Coding","35","GC19P001906","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAT3"
"H2AC21","H2A Clustered Histone 21","Protein Coding","28","GC01M149936","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC21"
"XPO7","Exportin 7","Protein Coding","37","GC08P021919","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPO7"
"MT2A","Metallothionein 2A","Protein Coding","42","GC16P056626","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT2A"
"RCN2","Reticulocalbin 2","Protein Coding","39","GC15P076931","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCN2"
"PRKAR2A","Protein Kinase CAMP-Dependent Type II Regulatory Subunit Alpha","Protein Coding","46","GC03M048744","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR2A"
"MSTN","Myostatin","Protein Coding","45","GC02M190055","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSTN"
"MRPS22","Mitochondrial Ribosomal Protein S22","Protein Coding","41","GC03P139005","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS22"
"EPN1","Epsin 1","Protein Coding","41","GC19P055677","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPN1"
"XYLT1","Xylosyltransferase 1","Protein Coding","42","GC16M017101","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XYLT1"
"MTREX","Mtr4 Exosome RNA Helicase","Protein Coding","30","GC05P055308","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTREX"
"XAGE1A","X Antigen Family Member 1A","Protein Coding","24","GC0XP052496","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XAGE1A"
"SLC9A1","Solute Carrier Family 9 Member A1","Protein Coding","51","GC01M027109","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A1"
"SART3","Spliceosome Associated Factor 3, U4/U6 Recycling Protein","Protein Coding","36","GC12M108522","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SART3"
"MAP3K11","Mitogen-Activated Protein Kinase Kinase Kinase 11","Protein Coding","47","GC11M065598","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K11"
"HDGF","Heparin Binding Growth Factor","Protein Coding","41","GC01M156749","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDGF"
"MPZL3","Myelin Protein Zero Like 3","Protein Coding","35","GC11M118226","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPZL3"
"CCL3L3","C-C Motif Chemokine Ligand 3 Like 3","Protein Coding","31","GC17M036194","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL3L3"
"IGHV4-31","Immunoglobulin Heavy Variable 4-31","Protein Coding","18","GC14M109417","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHV4-31"
"ABCB7","ATP Binding Cassette Subfamily B Member 7","Protein Coding","43","GC0XM075053","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB7"
"CAMK2A","Calcium/Calmodulin Dependent Protein Kinase II Alpha","Protein Coding","50","GC05M150219","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK2A"
"C8orf33","Chromosome 8 Open Reading Frame 33","Protein Coding","31","GC08P145052","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C8orf33"
"GFER","Growth Factor, Augmenter Of Liver Regeneration","Protein Coding","45","GC16P001984","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFER"
"AHCYL1","Adenosylhomocysteinase Like 1","Protein Coding","43","GC01P109984","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHCYL1"
"RGS3","Regulator Of G Protein Signaling 3","Protein Coding","39","GC09P114642","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS3"
"SLC7A9","Solute Carrier Family 7 Member 9","Protein Coding","45","GC19M032830","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A9"
"EXOC8","Exocyst Complex Component 8","Protein Coding","36","GC01M231332","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC8"
"GABBR1","Gamma-Aminobutyric Acid Type B Receptor Subunit 1","Protein Coding","47","GC06M029555","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABBR1"
"FOXK1","Forkhead Box K1","Protein Coding","35","GC07P004644","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXK1"
"VPS4B","Vacuolar Protein Sorting 4 Homolog B","Protein Coding","42","GC18M063389","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS4B"
"TIAL1","TIA1 Cytotoxic Granule Associated RNA Binding Protein Like 1","Protein Coding","41","GC10M119571","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIAL1"
"CHMP2A","Charged Multivesicular Body Protein 2A","Protein Coding","38","GC19M058551","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP2A"
"SCIN","Scinderin","Protein Coding","38","GC07P012610","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCIN"
"DDX46","DEAD-Box Helicase 46","Protein Coding","37","GC05P134758","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX46"
"CDK5RAP3","CDK5 Regulatory Subunit Associated Protein 3","Protein Coding","38","GC17P047967","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5RAP3"
"ACE2","Angiotensin I Converting Enzyme 2","Protein Coding","48","GC0XM015494","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACE2"
"MYL12B","Myosin Light Chain 12B","Protein Coding","38","GC18P003261","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12B"
"EPS15L1","Epidermal Growth Factor Receptor Pathway Substrate 15 Like 1","Protein Coding","39","GC19M016333","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPS15L1"
"MYO1D","Myosin ID","Protein Coding","40","GC17M032492","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1D"
"IGLC6","Immunoglobulin Lambda Constant 6 (Gene/Pseudogene)","Pseudogene","14","GC22P022919","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGLC6"
"TRIM34","Tripartite Motif Containing 34","Protein Coding","31","GC11P005640","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM34"
"SGTA","Small Glutamine Rich Tetratricopeptide Repeat Containing Alpha","Protein Coding","38","GC19M002754","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGTA"
"LDB3","LIM Domain Binding 3","Protein Coding","41","GC10P086666","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDB3"
"KNL1","Kinetochore Scaffold 1","Protein Coding","32","GC15P040595","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KNL1"
"MAGOH","Mago Homolog, Exon Junction Complex Subunit","Protein Coding","37","GC01M053226","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGOH"
"NFIB","Nuclear Factor I B","Protein Coding","43","GC09M014077","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFIB"
"DCX","Doublecortin","Protein Coding","45","GC0XM111293","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCX"
"TUG1","Taurine Up-Regulated 1","RNA Gene","20","GC22P030969","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUG1"
"CHRNB4","Cholinergic Receptor Nicotinic Beta 4 Subunit","Protein Coding","43","GC15M078624","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNB4"
"LYNX1","Ly6/Neurotoxin 1","Protein Coding","34","GC08M142764","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYNX1"
"GPR84","G Protein-Coupled Receptor 84","Protein Coding","38","GC12M054362","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR84"
"HNRNPAB","Heterogeneous Nuclear Ribonucleoprotein A/B","Protein Coding","38","GC05P178204","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPAB"
"TRBV2","T Cell Receptor Beta Variable 2","Protein Coding","13","GC07P144687","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRBV2"
"CACTIN","Cactin, Spliceosome C Complex Subunit","Protein Coding","31","GC19M003610","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACTIN"
"SRR","Serine Racemase","Protein Coding","43","GC17P002303","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRR"
"AMPD1","Adenosine Monophosphate Deaminase 1","Protein Coding","45","GC01M114673","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMPD1"
"MTUS2","Microtubule Associated Scaffold Protein 2","Protein Coding","34","GC13P028820","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTUS2"
"TRAV19","T Cell Receptor Alpha Variable 19","Protein Coding","12","GC14P022007","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAV19"
"TRAV8-4","T Cell Receptor Alpha Variable 8-4","Protein Coding","12","GC14P021894","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAV8-4"
"WHAMM","WASP Homolog Associated With Actin, Golgi Membranes And Microtubules","Protein Coding","35","GC15P082808","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WHAMM"
"MRTO4","MRT4 Homolog, Ribosome Maturation Factor","Protein Coding","34","GC01P019251","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRTO4"
"LTBP4","Latent Transforming Growth Factor Beta Binding Protein 4","Protein Coding","41","GC19P040592","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBP4"
"TUBA3C","Tubulin Alpha 3c","Protein Coding","37","GC13M019173","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA3C"
"GLO1","Glyoxalase I","Protein Coding","45","GC06M041312","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLO1"
"YKT6","YKT6 V-SNARE Homolog","Protein Coding","39","GC07P044200","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YKT6"
"POP5","POP5 Homolog, Ribonuclease P/MRP Subunit","Protein Coding","34","GC12M120578","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POP5"
"TUBB2A","Tubulin Beta 2A Class IIa","Protein Coding","45","GC06M003153","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB2A"
"NKX2-3","NK2 Homeobox 3","Protein Coding","37","GC10P099532","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-3"
"MCOLN1","Mucolipin 1","Protein Coding","44","GC19P007523","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCOLN1"
"MYL2","Myosin Light Chain 2","Protein Coding","49","GC12M110910","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL2"
"SUV39H1","Suppressor Of Variegation 3-9 Homolog 1","Protein Coding","43","GC0XP048697","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUV39H1"
"SGK1","Serum/Glucocorticoid Regulated Kinase 1","Protein Coding","49","GC06M134169","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK1"
"OTUD4","OTU Deubiquitinase 4","Protein Coding","37","GC04M145110","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD4"
"BMS1","BMS1 Ribosome Biogenesis Factor","Protein Coding","38","GC10P042782","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMS1"
"DLEC1","DLEC1 Cilia And Flagella Associated Protein","Protein Coding","38","GC03P038038","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEC1"
"SCN1A","Sodium Voltage-Gated Channel Alpha Subunit 1","Protein Coding","47","GC02M165989","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN1A"
"PDCD11","Programmed Cell Death 11","Protein Coding","35","GC10P103396","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD11"
"IGL","Immunoglobulin Lambda Locus","Protein Coding","13","GC22P022026","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGL"
"DOK3","Docking Protein 3","Protein Coding","35","GC05M177501","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK3"
"MAD2L1","Mitotic Arrest Deficient 2 Like 1","Protein Coding","44","GC04M120055","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD2L1"
"PARK7","Parkinsonism Associated Deglycase","Protein Coding","46","GC01P007968","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARK7"
"SEL1L","SEL1L Adaptor Subunit Of ERAD E3 Ubiquitin Ligase","Protein Coding","42","GC14M081471","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEL1L"
"DDX60L","DExD/H-Box 60 Like","Protein Coding","33","GC04M168356","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX60L"
"ASCC2","Activating Signal Cointegrator 1 Complex Subunit 2","Protein Coding","36","GC22M029788","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC2"
"EIF5B","Eukaryotic Translation Initiation Factor 5B","Protein Coding","38","GC02P099320","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5B"
"LCN1","Lipocalin 1","Protein Coding","38","GC09P135521","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN1"
"PILRB","Paired Immunoglobin Like Type 2 Receptor Beta","Protein Coding","34","GC07P100353","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PILRB"
"VAMP5","Vesicle Associated Membrane Protein 5","Protein Coding","36","GC02P085589","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP5"
"SEPTIN8","Septin 8","Protein Coding","29","GC05M132751","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN8"
"AKIRIN2","Akirin 2","Protein Coding","34","GC06M087674","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKIRIN2"
"PAK4","P21 (RAC1) Activated Kinase 4","Protein Coding","49","GC19P039125","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK4"
"IGLC3","Immunoglobulin Lambda Constant 3 (Kern-Oz+ Marker)","Protein Coding","18","GC22P023839","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGLC3"
"KISS1R","KISS1 Receptor","Protein Coding","44","GC19P000917","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KISS1R"
"UBE2J1","Ubiquitin Conjugating Enzyme E2 J1","Protein Coding","41","GC06M089326","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2J1"
"ARL8B","ADP Ribosylation Factor Like GTPase 8B","Protein Coding","36","GC03P005122","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL8B"
"COTL1","Coactosin Like F-Actin Binding Protein 1","Protein Coding","40","GC16M084566","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COTL1"
"ITSN2","Intersectin 2","Protein Coding","39","GC02M024203","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITSN2"
"EYA1","EYA Transcriptional Coactivator And Phosphatase 1","Protein Coding","43","GC08M071210","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EYA1"
"PNOC","Prepronociceptin","Protein Coding","36","GC08P028316","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNOC"
"RNF40","Ring Finger Protein 40","Protein Coding","38","GC16P030775","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF40"
"TENT5C","Terminal Nucleotidyltransferase 5C","Protein Coding","27","GC01P117606","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENT5C"
"KDSR","3-Ketodihydrosphingosine Reductase","Protein Coding","42","GC18M063327","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDSR"
"EIF4B","Eukaryotic Translation Initiation Factor 4B","Protein Coding","42","GC12P053006","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4B"
"MAP4K5","Mitogen-Activated Protein Kinase Kinase Kinase Kinase 5","Protein Coding","44","GC14M050418","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP4K5"
"CHD3","Chromodomain Helicase DNA Binding Protein 3","Protein Coding","42","GC17P007966","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD3"
"CDKN1C","Cyclin Dependent Kinase Inhibitor 1C","Protein Coding","47","GC11M002886","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C"
"ACOT8","Acyl-CoA Thioesterase 8","Protein Coding","38","GC20M045841","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT8"
"DDX52","DExD-Box Helicase 52","Protein Coding","35","GC17M037609","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX52"
"HHLA2","HERV-H LTR-Associating 2","Protein Coding","34","GC03P108296","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HHLA2"
"RFLNB","Refilin B","Protein Coding","26","GC17M000440","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFLNB"
"GH2","Growth Hormone 2","Protein Coding","38","GC17M063880","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GH2"
"CYB5R3","Cytochrome B5 Reductase 3","Protein Coding","44","GC22M042617","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYB5R3"
"PIANP","PILR Alpha Associated Neural Protein","Protein Coding","34","GC12M006693","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIANP"
"REEP5","Receptor Accessory Protein 5","Protein Coding","38","GC05M112876","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REEP5"
"WDR36","WD Repeat Domain 36","Protein Coding","39","GC05P111091","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR36"
"SLC30A4","Solute Carrier Family 30 Member 4","Protein Coding","39","GC15M045479","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A4"
"NUDT15","Nudix Hydrolase 15","Protein Coding","36","GC13P048037","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT15"
"PUF60","Poly(U) Binding Splicing Factor 60","Protein Coding","41","GC08M143816","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUF60"
"LY6E","Lymphocyte Antigen 6 Family Member E","Protein Coding","39","GC08P143017","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY6E"
"KLK5","Kallikrein Related Peptidase 5","Protein Coding","42","GC19M050943","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK5"
"PXDN","Peroxidasin","Protein Coding","42","GC02M001635","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXDN"
"CITED2","Cbp/P300 Interacting Transactivator With Glu/Asp Rich Carboxy-Terminal Domain 2","Protein Coding","44","GC06M139371","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CITED2"
"ALDH1A1","Aldehyde Dehydrogenase 1 Family Member A1","Protein Coding","47","GC09M072900","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1A1"
"CTAG1A","Cancer/Testis Antigen 1A","Protein Coding","27","GC0XP154585","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTAG1A"
"OSBP","Oxysterol Binding Protein","Protein Coding","41","GC11M059818","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBP"
"RAI14","Retinoic Acid Induced 14","Protein Coding","36","GC05P034656","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAI14"
"MRPS23","Mitochondrial Ribosomal Protein S23","Protein Coding","37","GC17M057834","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS23"
"GOSR2","Golgi SNAP Receptor Complex Member 2","Protein Coding","43","GC17P046924","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOSR2"
"VIPR2","Vasoactive Intestinal Peptide Receptor 2","Protein Coding","44","GC07M159028","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIPR2"
"SPEN","Spen Family Transcriptional Repressor","Protein Coding","39","GC01P015848","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPEN"
"MYO10","Myosin X","Protein Coding","39","GC05M016662","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO10"
"CEP350","Centrosomal Protein 350","Protein Coding","35","GC01P179923","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP350"
"TMX1","Thioredoxin Related Transmembrane Protein 1","Protein Coding","38","GC14P051240","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMX1"
"CLEC4G","C-Type Lectin Domain Family 4 Member G","Protein Coding","38","GC19M007728","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4G"
"STX12","Syntaxin 12","Protein Coding","38","GC01P027783","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX12"
"PKP4","Plakophilin 4","Protein Coding","40","GC02P158456","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP4"
"THEMIS","Thymocyte Selection Associated","Protein Coding","38","GC06M127708","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THEMIS"
"RDH12","Retinol Dehydrogenase 12","Protein Coding","45","GC14P067701","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH12"
"PRPS1L1","Phosphoribosyl Pyrophosphate Synthetase 1 Like 1","Protein Coding","36","GC07M018026","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPS1L1"
"AFF1","AF4/FMR2 Family Member 1","Protein Coding","38","GC04P086934","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF1"
"ARIH1","Ariadne RBR E3 Ubiquitin Protein Ligase 1","Protein Coding","39","GC15P072474","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARIH1"
"LUC7L3","LUC7 Like 3 Pre-MRNA Splicing Factor","Protein Coding","37","GC17P050719","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L3"
"BAZ2A","Bromodomain Adjacent To Zinc Finger Domain 2A","Protein Coding","39","GC12M056595","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAZ2A"
"KMO","Kynurenine 3-Monooxygenase","Protein Coding","44","GC01P241532","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMO"
"KRI1","KRI1 Homolog","Protein Coding","32","GC19M010553","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRI1"
"HADHB","Hydroxyacyl-CoA Dehydrogenase Trifunctional Multienzyme Complex Subunit Beta","Protein Coding","47","GC02P026243","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HADHB"
"EME1","Essential Meiotic Structure-Specific Endonuclease 1","Protein Coding","39","GC17P050373","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EME1"
"CLEC11A","C-Type Lectin Domain Containing 11A","Protein Coding","39","GC19P050723","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC11A"
"GAP43","Growth Associated Protein 43","Protein Coding","42","GC03P115623","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAP43"
"WDR61","WD Repeat Domain 61","Protein Coding","38","GC15M078277","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR61"
"BYSL","Bystin Like","Protein Coding","38","GC06P046104","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BYSL"
"PAWR","Pro-Apoptotic WT1 Regulator","Protein Coding","39","GC12M079574","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAWR"
"ASGR1","Asialoglycoprotein Receptor 1","Protein Coding","40","GC17M007173","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASGR1"
"TFAP4","Transcription Factor AP-4","Protein Coding","39","GC16M004247","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP4"
"HECTD1","HECT Domain E3 Ubiquitin Protein Ligase 1","Protein Coding","38","GC14M031100","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HECTD1"
"IKZF4","IKAROS Family Zinc Finger 4","Protein Coding","36","GC12P056007","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKZF4"
"MBNL1","Muscleblind Like Splicing Regulator 1","Protein Coding","39","GC03P152243","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBNL1"
"NIN","Ninein","Protein Coding","42","GC14M050719","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIN"
"POU6F2","POU Class 6 Homeobox 2","Protein Coding","38","GC07P038977","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU6F2"
"GCA","Grancalcin","Protein Coding","41","GC02P162318","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCA"
"EIF5A2","Eukaryotic Translation Initiation Factor 5A2","Protein Coding","39","GC03M170888","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5A2"
"RAP1GAP","RAP1 GTPase Activating Protein","Protein Coding","39","GC01M021596","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1GAP"
"THADA","THADA Armadillo Repeat Containing","Protein Coding","36","GC02M043193","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THADA"
"RFC4","Replication Factor C Subunit 4","Protein Coding","41","GC03M186789","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC4"
"NGDN","Neuroguidin","Protein Coding","33","GC14P023469","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGDN"
"FBXL12","F-Box And Leucine Rich Repeat Protein 12","Protein Coding","33","GC19M009810","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL12"
"LIMK2","LIM Domain Kinase 2","Protein Coding","47","GC22P031212","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMK2"
"SLC20A2","Solute Carrier Family 20 Member 2","Protein Coding","46","GC08M042416","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A2"
